Name,isTrigger,chroma,spectralCentroid,spectralBandwidth,spectralRolloff,spectralRolloffMin,spectralZeroCrossing,Mfccs0,Mfccs1,Mfccs2,Mfccs3,Mfccs4,Mfccs5,Mfccs6,Mfccs7,Mfccs8,Mfccs9,Mfccs10,Mfccs11,Mfccs12,Mfccs13,Mfccs14,Mfccs15,Mfccs16,Mfccs17,Mfccs18,Mfccs19
0.wav,0,0.5859273672103882,522.6834509523601,566.3127082492898,2271.97265625,22.4609375,0.07918,-29.57671546936035,94.70470428466797,19.507259368896484,24.48421859741211,-2.3723151683807373,8.902847290039062,-6.550901889801025,2.5231919288635254,-4.503744602203369,7.761120796203613,-5.993887424468994,7.527518272399902,-6.124802589416504,4.6359333992004395,-5.47064208984375,0.20980902016162872,-9.998576164245605,1.119704008102417,-10.648372650146484,0.8936678171157837
1.wav,0,0.5447654128074646,540.1133268712175,581.462602441361,2257.080078125,18.798828125,0.08174000000000001,-28.434595108032227,91.21305084228516,20.085342407226562,28.64236831665039,-6.061507701873779,10.088820457458496,-6.104488849639893,6.608019828796387,-5.805581569671631,6.317031383514404,-7.0759711265563965,7.452356815338135,-7.740015506744385,4.819127082824707,-5.948864936828613,7.8859429359436035,-10.041444778442383,0.12749066948890686,-10.37293529510498,3.514932632446289
10.wav,0,0.649834930896759,621.1635467373828,607.95662263292,2284.912109375,25.390625,0.11068,-72.7400131225586,81.05262756347656,9.641807556152344,20.051166534423828,-0.6156942248344421,10.545816421508789,-14.154109001159668,5.672457218170166,-6.703413486480713,6.17228889465332,-9.193596839904785,0.6103836297988892,-8.208670616149902,2.2878670692443848,-10.591339111328125,-1.8645026683807373,-11.812074661254883,-2.4114699363708496,-9.59290885925293,1.506049633026123
100.wav,0,0.3397488296031952,889.4822728698458,559.8364179717673,2282.2265625,39.0625,0.27098000000000005,54.64420700073242,52.51243209838867,-20.939538955688477,32.72228240966797,-4.996645927429199,-2.79280424118042,-10.290718078613281,12.869657516479492,18.10483741760254,-0.6405576467514038,-12.956062316894531,0.15459474921226501,-18.81764030456543,0.974216639995575,-3.5768885612487793,12.791067123413086,-9.935359954833984,-2.651313543319702,-4.105803489685059,-8.112154006958008
101.wav,0,0.31374847888946533,714.0721095036166,533.163521493999,2298.095703125,32.958984375,0.18708,-19.820281982421875,79.95376586914062,-17.185848236083984,25.10595703125,5.131657600402832,-11.33620834350586,-3.343064785003662,-7.4379072189331055,5.883622646331787,24.25688362121582,1.2209657430648804,0.10762214660644531,-23.283979415893555,-3.035252094268799,-11.369630813598633,9.059585571289062,-2.1613657474517822,-4.217775344848633,-7.000019073486328,6.081862449645996
102.wav,0,0.24413679540157318,737.6237172890743,508.72320239498674,2246.09375,37.59765625,0.18644000000000002,16.931896209716797,80.7360610961914,-28.415863037109375,12.95872974395752,-1.7366775274276733,-2.2568838596343994,-22.270008087158203,13.127462387084961,12.986673355102539,2.864030361175537,-13.59626579284668,3.1669368743896484,-12.254246711730957,-6.012082576751709,-4.457798004150391,13.713847160339355,0.9509338140487671,2.2138233184814453,-4.738343715667725,-7.589912414550781
103.wav,0,0.5007026195526123,678.0572861409962,631.6227701218088,2285.400390625,27.587890625,0.11972000000000001,13.809930801391602,73.47272491455078,15.348858833312988,19.579633712768555,-2.5435783863067627,10.554422378540039,-12.389617919921875,3.6186683177948,-10.215982437133789,10.922049522399902,-4.425048351287842,6.789889335632324,-13.746785163879395,-2.8992576599121094,-12.483943939208984,5.234005928039551,-13.115264892578125,2.9667835235595703,-4.740758419036865,6.06099796295166
104.wav,0,0.6523895263671875,517.1276843545559,517.5062385570016,2221.435546875,23.4375,0.08924,-71.21592712402344,108.45428466796875,1.5970370769500732,19.684656143188477,0.38524794578552246,6.112287998199463,-11.133687973022461,5.434708595275879,-3.290635585784912,6.302414894104004,-9.562227249145508,4.412243366241455,-8.559654235839844,5.851042747497559,-6.455252170562744,3.125490427017212,-12.483832359313965,-0.17767176032066345,-10.258520126342773,4.298496723175049
105.wav,0,0.4680188000202179,600.6633963295983,539.6209101897279,2260.25390625,29.296875,0.12788,-4.243488311767578,98.14620208740234,-4.5715837478637695,9.974949836730957,-1.3245265483856201,9.049867630004883,-9.73231315612793,8.326457977294922,-11.215126037597656,5.185102462768555,-5.011111259460449,7.588919639587402,-10.475122451782227,0.3987749218940735,-7.868974208831787,5.657802104949951,-7.261107444763184,3.194387197494507,-8.651077270507812,0.6802899241447449
106.wav,0,0.5905174612998962,651.4898685334098,634.5878555012736,2281.73828125,24.4140625,0.11554000000000002,-112.08477783203125,75.32650756835938,14.396646499633789,25.271913528442383,-3.9627044200897217,10.278833389282227,-10.118535995483398,7.676372528076172,-11.396700859069824,9.24046516418457,-3.7370216846466064,4.699466705322266,-8.218916893005371,2.9132742881774902,-9.583141326904297,3.073455333709717,-2.6035799980163574,3.862600326538086,-9.809532165527344,-2.037998914718628
108.wav,0,0.47190436720848083,658.128977304988,602.5431901801027,2287.59765625,28.076171875,0.13601999999999997,13.275036811828613,81.01776885986328,6.742215156555176,34.481746673583984,2.352778911590576,-7.723959922790527,1.1564791202545166,1.6029068231582642,-5.821221351623535,11.625168800354004,-10.850683212280273,3.213921070098877,-5.283164024353027,0.9257290959358215,-11.997245788574219,-0.10835815966129303,-12.807212829589844,3.9925894737243652,-11.10670280456543,1.918963074684143
109.wav,0,0.43216565251350403,622.6145451846761,558.3061615368308,2263.916015625,24.90234375,0.13567999999999997,35.386451721191406,92.11371612548828,-1.2387521266937256,12.446765899658203,5.442258358001709,2.993074893951416,-12.558660507202148,5.838656425476074,-1.7898893356323242,13.751188278198242,-3.117191791534424,2.8370022773742676,-12.403326034545898,3.745433807373047,-9.075536727905273,-0.19237859547138214,-12.28651237487793,12.515158653259277,-5.365658283233643,-2.7149360179901123
11.wav,0,0.4513493478298187,608.7045762788129,561.1869683565841,2231.689453125,31.25,0.11084000000000001,12.30180835723877,88.95736694335938,8.789259910583496,13.703714370727539,-17.23503303527832,13.769937515258789,-18.937400817871094,-0.18893709778785706,-4.036375999450684,9.69861125946045,-4.249764442443848,7.222813606262207,-13.570256233215332,4.643620491027832,-12.664876937866211,-5.218945503234863,-19.431880950927734,-3.119828701019287,-10.539172172546387,9.485907554626465
110.wav,0,0.6309961676597595,733.5261297016946,644.6213436107932,2307.6171875,33.203125,0.13152,-3.768526554107666,68.11920166015625,8.747444152832031,13.903928756713867,-1.209904432296753,5.6870622634887695,-11.540079116821289,4.165284156799316,-9.044445037841797,4.855910778045654,-12.55748176574707,1.159749150276184,-13.745397567749023,-1.0635309219360352,-10.957805633544922,1.8819719552993774,-13.367439270019531,-1.4813568592071533,-10.890843391418457,2.120084762573242
111.wav,0,0.6546214818954468,533.4498735381433,589.1091849857752,2260.25390625,22.216796875,0.07646,0.17110171914100647,89.87370300292969,21.156099319458008,28.278759002685547,-5.610146522521973,11.193402290344238,-2.8397810459136963,8.310243606567383,-11.374258041381836,7.105077266693115,-6.184313774108887,5.225946426391602,-9.153491020202637,2.670976161956787,-11.370096206665039,3.3410491943359375,-7.9569854736328125,2.769296169281006,-9.947431564331055,1.0392444133758545
112.wav,0,0.510212779045105,502.3963127688195,528.3962309345203,2228.271484375,23.681640625,0.08774000000000001,-18.095867156982422,103.66441345214844,12.195868492126465,23.628704071044922,1.843487024307251,12.384648323059082,-9.823591232299805,1.7504314184188843,-10.688920974731445,10.65175724029541,-5.003725051879883,4.8853960037231445,-9.254546165466309,3.794773817062378,-11.25258731842041,1.5314662456512451,-14.636157035827637,1.5904839038848877,-3.8121047019958496,8.505456924438477
113.wav,0,0.2800053656101227,582.1514311458652,485.6135240664379,2248.291015625,29.541015625,0.14226,-8.783926010131836,104.8198471069336,-5.948251247406006,12.662089347839355,3.4939112663269043,2.550062894821167,-17.508052825927734,-2.767259120941162,4.1410017013549805,26.740768432617188,-1.02400803565979,-4.004651069641113,-21.22060775756836,-1.7869164943695068,-6.025257110595703,5.189001083374023,0.8338762521743774,0.8714351654052734,-6.066863059997559,6.801018714904785
114.wav,0,0.5286763906478882,803.3642776678292,597.5015436178759,2287.109375,48.33984375,0.16516,-57.63054275512695,62.20160675048828,-13.252992630004883,0.27101173996925354,-14.810174942016602,12.018537521362305,-8.94107723236084,7.140524387359619,-15.973736763000488,2.7960853576660156,-10.028661727905273,0.6404691338539124,-9.683927536010742,-0.7793474197387695,-13.920320510864258,-1.287266492843628,-10.071316719055176,8.959413528442383,-3.7950215339660645,6.1196417808532715
115.wav,0,0.5458824634552002,605.9979318567938,629.172524611447,2284.66796875,25.390625,0.09792,-25.094392776489258,80.02436828613281,29.473949432373047,24.214780807495117,-9.29481315612793,4.724416255950928,-19.152246475219727,7.432448387145996,-4.489472389221191,10.552044868469238,-5.608241081237793,8.507091522216797,-12.250441551208496,-0.5149513483047485,-13.963798522949219,0.30314895510673523,-9.717607498168945,4.644011497497559,-6.310232639312744,7.0512261390686035
116.wav,0,0.4566103518009186,664.0755007264327,553.5826856263652,2238.037109375,28.564453125,0.1455,3.1998512744903564,85.2856216430664,-8.60676097869873,33.765869140625,-6.0687642097473145,-3.415438413619995,-0.28717461228370667,2.9646897315979004,-15.391302108764648,15.267125129699707,-4.702983856201172,0.914406955242157,-1.1747965812683105,-1.1235965490341187,-19.513824462890625,5.943218231201172,-11.12610149383545,5.010299205780029,5.162036895751953,3.2252745628356934
